"Title";"Author Keywords";"Abstract";"doi link";"Authors";"Author Full Names";"Publication Year";"Source Title";"reactor";"substrate origin";"substrate type";"substrate pretreatment";"substrate category";"size";"article type";"substrate";"Substrate category(L,FW,S,O)";"solid?";"info";"reactor type";"reactor subtype";"reactor detail";"reactor subdetail"
"Soybean molasses as feedstock for sustainable generation of biomethane using high-rate anaerobic REACTOR";"Anaerobic digestion; Biogas; Methane; Soybean molasses; UASB REACTOR";"Anaerobic digestion of agro-industrial wastes is an environmentally friendly green biotechnology of significant interest in order to facilitate sustainable development of bioenergy production. Thus, it becomes important to invest in management processes for agro-industrial wastes, particularly low-cost ones. In this paper, the main purposes were to investigate the performance of a high-rate REACTOR and biogas generation potential by anaerobic digestion of soybean molasses, which is a viscous liquid of brown color obtained as a byproduct from processing of the soy protein industry concentrate. A lab-scale up-flow anaerobic sludge blanket REACTOR (UASB REACTOR), with a total volume of 12 L, was operated at six different organic loading rates (OLR) ranging from 0.28 to 6.98 kgCOD m(-3) d(-1) (COD of 500-4000 mg L-1). The REACTOR was fed with soybean molasses for 134 days and maintained under mesophilic conditions. Different values were tested for the hydraulic retention time (HRT of 48, 24 and 12 h). After the fast startup period (52 days), the mean values of removal efficiencies (CODTotal) ranged from 70% to 83% in all experimental periods. In a UASB REACTOR, a higher organic loading rate of 6.98 kgCOD m(-3) d(-1) could be tolerated, but it resulted in a lower biomethane yield of 356.1 mLCH(4) gCOD(-1). In addition, for all the tested COD concentrations and HRT, high concentrations of methane in the biogas were obtained from 72.5% to 82.1%. Based on the experimental results, it can be verified that this high-rate anaerobic configuration can be used for the biomethane generation of soybean molasses and the produced effluent can be reutilized in the dilution of soybean molasses for REACTOR feed.";"http://dx.doi.org/10.1016/j.jece.2021.105226";"Rodrigues, BCG; de Mello, BS; Araujo, MLGD; da Silva, GHR; Sarti, A";"Gomes Rodrigues, Brenda Clara; de Mello, Bruna Sampaio; Gonsales da Costa Araujo, Maria Lucia; Ribeiro da Silva, Gustavo Henrique; Sarti, Arnaldo";2021;"JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING";"high rate(UASB)";"soybean";"molasse";;"food industry organic waste";"lab";;"soybean molasse";"fw";;;"high rate";"UASB";;
"Modelling of an anaerobic plug-flow REACTOR. Process analysis and evaluation approaches with non-ideal mixing considerations";"Anaerobic digestion; Biogas; Modelling; Plug-flow REACTOR; ADM1";"This study shows the implementation of the Anaerobic Digestion Model (ADM1) in an anaerobic plug-flow REACTOR (PFR) with two approaches based on the use of consecutive continuous stirred tank REACTORs (CSTR) connected in serie for considering non-ideal mixing. The two-region (TR) model splits each CSTR into two regions, while the particulate retention (PR) model adds a retention parameter. The models were calibrated and validated based on experimental data from a bench-scale REACTOR treating cow manure. The PFR conventional model slightly outperformed the non-ideal mixing approaches. However, the PR model showed an increase in biomass retention time treating high solid content substrate. Biogas production was not sensitive to variations of the mixing parameters. The liquid fraction content was better represented by the PR model than the PFR and TR models. The study shows how REACTOR modelling is useful for monitoring and supervising biogas plants.";"http://dx.doi.org/10.1016/j.biortech.2018.03.082";"Donoso-Bravo, A; Sadino-Riquelme, C; Gomez, D; Segura, C; Valdebenito, E; Hansen, F";"Donoso-Bravo, Andres; Sadino-Riquelme, Constanza; Gomez, Daniel; Segura, Camilo; Valdebenito, Emky; Hansen, Felipe";2018;"BIORESOURCE TECHNOLOGY";"plug flow";"cow";;;"manure";"model(adm1)";;"cow manure";"l";;;"plug flow";;;
"An integrated leachate bed REACTOR-anaerobic membrane bioREACTOR system (LBR-AnMBR) for food waste stabilization and biogas recovery";"Leachate bed REACTOR; Anaerobic membrane bioREACTOR; Anaerobic digestion; Biogas; Food waste";"This study developed an integrated LBR - AnMBR system for efficient stabilization and biogas recovery from food waste (FW) at room temperatures (21-22 degrees C). First, the leachate recirculation rate (4.4-13.2 L/h) was optimized to maximize hydrolysis and acidification yields. The maximum hydrolysis yield of 551 gSCOD/kg VSadded was achieved at recirculation rate of 13.2 L/h. The VFA concentrations in the FW leachate was as high as 12.5-16.0 g/L, resulting in a high acidification of 468 g CODVFA/kg VS. The solubilized FW was further stabilized by feeding the leachate to AnMBR. Different hydraulic (HRT) and solids retention times (SRT) were tested to achieve high COD removal and methane yields. High COD removal of 86 +/- 3% was obtained in the AnMBR at HRT of 13 and SRT of 75 days. High biogas recovery of about 850 kWh per ton FWtreated was achieved along with high quality of AnMBR permeates containing low COD concentration but advantageously high concentration of nutrients (NH4+-N 317-403 mg/L, total phosphate 23-213 mg/L) without any particulates, which can be reused for landscape or liquid fertilizer.";"http://dx.doi.org/10.1016/j.chemosphere.2022.137054";"Saha, S; Hussain, A; Lee, J; Lee, E; Lee, HS";"Saha, Swakshar; Hussain, Abid; Lee, Jangho; Lee, Eunseok; Lee, Hyung-Sool";2023;"CHEMOSPHERE";"two stage(leachate bed REACTOR + anaerobic membrane REACTOR)";"food waste";;;"food waste";;;"food waste";"fw";;;"two stage";"leachate bed REACTOR + anaerobic membrane REACTOR";;
"Anaerobic digestion of crude glycerol as sole substrate in mixed REACTOR";"anaerobic digestion; biodiesel; biogas; crude glycerol; mixed REACTOR";"Utilization of crude glycerol (CG) from the biodiesel industry in the production of biogas offers a perspective of further energy generation, which may result into the drop of biodiesel costs on the developing world market. This contribution is focused on anaerobic treatment of CG as a single substrate in mixed laboratory REACTORs. Experiences from long-term operation of mixed REACTORs processing either untreated or acidulated CG are discussed. The possibility of cofermentation of washing water (WW) from biodiesel production with CG was also attempted. It was demonstrated that long-term mesophilic anaerobic treatment of CG as the only substrate is possible. Except for nitrogen, and possibly phosphorus, the addition of other nutrients is unnecessary. Processing of both non-acidulated and acidulated CG in laboratory mixed REACTORs inoculated with suspended sludge resulted in a stable operation with high specific methane production (0.328L/g chemical oxygen demand (COD) for non-acidulated CG and 0.345L/g COD for acidulated CG), regarding organic loading rate of up to 4g COD/(Ld). Due to the considerable content of dissolved inorganic salts in CG it is recommended to dilute this substrate with water to prevent the accumulation of salts and inhibition of the biomass activity. WW was proved to be a problematic substrate for anaerobic cofermentation with CG because its addition to the REACTOR caused a decrease in the pH value and biogas production.";"http://dx.doi.org/10.1080/09593330.2013.804581";"Hutnan, M; Kolesarova, N; Bodik, I";"Hutnan, Miroslav; Kolesarova, Nina; Bodik, Igor";2013;"ENVIRONMENTAL TECHNOLOGY";"cstr";"crude glycerol";;;"other";"lab";;"crude glycerol";"o";;;"cstr";;;
"THERMOPHILIC ANAEROBIC-DIGESTION OF VINASSE IN PILOT-PLANT UASB REACTOR";"THERMOPHILIC DIGESTION; ANAEROBIC DIGESTION; BIOGAS; UASB REACTOR; VINASSE";"Vinasse from sugar-cane alcohol production is generated in great amounts in Brazil and is disposed on soil in natura. Only a few distilleries use mesophilic anaerobic digestion, so far, for gas recovery and vinasse treatment or conditioning, due to an unfavorable economical balance. Thermophilic anaerobic digestion was studied in a large-scale pilot-plant (75 m3 UASB REACTOR), since vinasses are generated at high temperatures, and no experiments on this subject are reported in the literature, except for a few laboratory assays using pure substrates and other wastewaters. This work demonstrates the feasibility of sugar-cane vinasse thermophilic anaerobic digestion in UASB REACTORs. The REACTOR was operated for 280 days, as far as possible like a full-scale plant; at applied organic loading rates of 25-30 kg COD/m3 day, 72% COD removal. and 10 Nm3 gas/m3.day could be achieved. Granulation of the sludge was essential in order to maintain good stability of the process; almost no soda was necessary for pH control. For full-scale implementation, re-start of the thermophilic process, after several months without feeding, has to be studied yet.";"http://dx.doi.org/10.2166/wst.1992.0153";"SOUZA, ME; FUZARO, G; POLEGATO, AR";"SOUZA, ME; FUZARO, G; POLEGATO, AR";1992;"WATER SCIENCE AND TECHNOLOGY";"high rate(UASB)";"cane";"vinasse";;"food industry organic waste";"full";;"vinasse";"l";;;"high rate";"UASB";;
"Optimal design and operation of a UASB REACTOR for dairy cattle manure";"Anaerobic digestion; UASB REACTOR; Biogas; Mathematical models; Optimization";"Optimal design and operation of a planned full-scale UASB REACTOR at a dairy farm are determined using optimization algorithms based on steady state simulations of a dynamic AD process model combined with models of the REACTOR temperature and heat exchanger temperatures based on energy balances. Available feedstock is 6 m(3)/d dairy manure produced by the herd. Three alternative optimization problems are solved: Maximization of produced methane gas flow, minimization of REACTOR volume, and maximization of power surplus. Constraints of the optimization problems are an upper limit of the VFA concentration, and an upper limit of the feed rate corresponding to a normal animal waste production at the farm. The most proper optimization problem appears to be minimization of the REACTOR volume, assuming that the feed rate is fixed at its upper limit and that the VFA concentration is at its upper limit. The optimal result is a power surplus of 49.8 MWh/y, a hydraulic retention time of 6.1 d, and a REACTOR temperature of 35.9 degrees C, assuming heat recovery with an heat exchanger, and perfect REACTOR heat transfer insulation. In general, the optimal solutions are improved if the ratio of the solids (biomass) retention time to the hydraulic retention time is increased. (C) 2015 The Authors. Published by Elsevier B.V.";"http://dx.doi.org/10.1016/j.compag.2015.01.001";"Haugen, F; Bakke, R; Lie, B; Hovland, J; Vasdal, K";"Haugen, F.; Bakke, R.; Lie, B.; Hovland, J.; Vasdal, K.";2015;"COMPUTERS AND ELECTRONICS IN AGRICULTURE";"high rate(UASB)";"cow";;;"manure";"pilot";;"cattle manure";"l";;;"high rate";"UASB";;
"Production of biogas in a dry anaerobic digestion REACTOR of residues generated in the processing of sheep and alpaca wool";"Solid waste; dry anaerobic digestion; REACTOR; fungal; biogas";"The aim of the current research was the isolation, characterization and identification of native microbial strains from waste generated in the processing of sheep wool and alpaca fiber, for the production of biogas inside a dry anaerobic digestion (DAD) REACTOR in order to degrade solid waste coming from the textile industry. In total 52 bacterial strains and 15 fungal strains were isolated in anaerobic conditions from samples taken from solid waste produced in the processing of alpaca fiber and sheep wool by the Inca Tops textile company. Both the biogas composition and production were evaluated in 3 DAD REACTORs with different inocula: bacteria, fungi and microbial consortia; with the consortium inoculated REACTOR having the best production rate and best biogas attributes obtaining 33.38 %, 6 %, 1.44 % and 0.89 ppm methane, carbon dioxide, oxygen, and hydrogen sulfide respectively";"http://dx.doi.org/10.1109/ICRERA52334.2021.9598668";"Salamanca-Valdivia, MA; Cardenas-Herrera, L; Barreda-Del-Carpio, JE; Moscoso-Apaza, GM; Garate-de-Davila, RE; Munive-Talavera, CA";"Salamanca-Valdivia, Maria A.; Cardenas-Herrera, Luz; Barreda-Del-Carpio, Jaime E.; Moscoso-Apaza, Giovanna M.; Garate-de-Davila, Ruth E.; Munive-Talavera, Cesar A.";2021;"10TH IEEE INTERNATIONAL CONFERENCE ON RENEWABLE ENERGY RESEARCH AND APPLICATIONS (ICRERA 2021)";"batch";"wool";"waste";;"other";"lab";;"wool waste";"l";"solid";;"batch";;;
"Effect of Organic Loading Rate (OLR) on Biogas Yield Using a Single and Three-Stages Continuous Anaerobic Digestion REACTORs";"Anaerobic Digestion; Co-Digestion; Feedstock; Biogas Yield; Anaerobic Digestion REACTORs; Organic Loading Rate";"The rate at which feedstock is added to the anaerobic digester (AD) REACTOR has to be adjusted for the growth rate of methanogens bacteria. Increase in biogas yield is as a result of improved mathanogens forming bacteria. Under loading and over loading of feedstock in the AD REACTOR has effect on methanogens forming bacteria. If more feedstock is added than the bacteria are able to degrade, the process will become acidic. Feedstock has to been fed to the REACTOR at a uniform rate and volume. If feeding pattern has to change, this must be done gradually so that bacteria can adapt to the new conditions. For optimum biogas yield, required amount of feedstock must be added to the AD REACTOR. The aim of this research work is to determine the effect of organic loading rate (OLR) on biogas yield from food waste, water hyacinth, cow dung, waste water from abattoir, poultry dropping and pig dung. The experimental set up comprises of single stage and three-stage continuous AD REACTORs. The same quantity and composition of feedstock were used and this was subjected to a variation of OLR 0.5 kg/m(3) (1.5 kg/m(3), 2 kg/m(3), 2.5 kg/m(3), and 3 kg/m(3)). The experiment was conducted within a mesophilic temperature range of 36 degrees C-37 degrees C, percentage total solid (%TS) of 9.98% and percentage volatile solid (%VS) of 78%. pH meter was used to monitored the daily pH reading of the slurry. It was observed that the quantity of biogas yield from the feedstock increases with increasing organic load rate to the optimum value of 1.5 kg/m(3) and started decreasing above the optimum value for a single stage AD REACTOR but this was not the case for the three-stages continuous AD REACTORs that experienced continuous increase in biogas yield with a successive increase in OLR from 1-5 kg/m(3)-3.0 kg/m(3).";"http://dx.doi.org/10.4028/www.scientific.net/JERA.39.147";"Orhorhoro, EK; Ebunilo, PO; Sadjere, GE";"Orhorhoro, Ejiroghene Kelly; Ebunilo, Patrick Okechukwu; Sadjere, Godwin Ejuvwedia";2018;"INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH IN AFRICA";"cstr";"food waste, water hyacinth, cow manure, abattoir wastewater, poultry manure, pig manure";;;"codigestion";"lab";;"food waste, water hyacinth, cow manure, abattoir wastewater, poultry manure, pig manure";"fw, l, l, s, l, l";;;"cstr";;;
"Effect of Organic Loading Rate (OLR) on Biogas Yield Using a Single and Three-Stages Continuous Anaerobic Digestion REACTORs";"Anaerobic Digestion; Co-Digestion; Feedstock; Biogas Yield; Anaerobic Digestion REACTORs; Organic Loading Rate";"The rate at which feedstock is added to the anaerobic digester (AD) REACTOR has to be adjusted for the growth rate of methanogens bacteria. Increase in biogas yield is as a result of improved mathanogens forming bacteria. Under loading and over loading of feedstock in the AD REACTOR has effect on methanogens forming bacteria. If more feedstock is added than the bacteria are able to degrade, the process will become acidic. Feedstock has to been fed to the REACTOR at a uniform rate and volume. If feeding pattern has to change, this must be done gradually so that bacteria can adapt to the new conditions. For optimum biogas yield, required amount of feedstock must be added to the AD REACTOR. The aim of this research work is to determine the effect of organic loading rate (OLR) on biogas yield from food waste, water hyacinth, cow dung, waste water from abattoir, poultry dropping and pig dung. The experimental set up comprises of single stage and three-stage continuous AD REACTORs. The same quantity and composition of feedstock were used and this was subjected to a variation of OLR 0.5 kg/m(3) (1.5 kg/m(3), 2 kg/m(3), 2.5 kg/m(3), and 3 kg/m(3)). The experiment was conducted within a mesophilic temperature range of 36 degrees C-37 degrees C, percentage total solid (%TS) of 9.98% and percentage volatile solid (%VS) of 78%. pH meter was used to monitored the daily pH reading of the slurry. It was observed that the quantity of biogas yield from the feedstock increases with increasing organic load rate to the optimum value of 1.5 kg/m(3) and started decreasing above the optimum value for a single stage AD REACTOR but this was not the case for the three-stages continuous AD REACTORs that experienced continuous increase in biogas yield with a successive increase in OLR from 1-5 kg/m(3)-3.0 kg/m(3).";"http://dx.doi.org/10.4028/www.scientific.net/JERA.39.147";"Orhorhoro, EK; Ebunilo, PO; Sadjere, GE";"Orhorhoro, Ejiroghene Kelly; Ebunilo, Patrick Okechukwu; Sadjere, Godwin Ejuvwedia";2018;"INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH IN AFRICA";"three stage(cstr)";"food waste, water hyacinth, cow manure, abattoir wastewater, poultry manure, pig manure";;;"codigestion";"lab";;"food waste, water hyacinth, cow manure, abattoir wastewater, poultry manure, pig manure";"fw, l, l, s, l, l";;;"three stage";"cstr";;
"An application of solar energy storage in the gas: Solar heated biogas plants";"anaerobic digestion; anaerobic REACTOR; biogas; biogas energy; biomass; energy; solar heated";"Temperature is an important factor that may affect the performance of anaerobic digestion. Therefore, biogas plants without heating system work only in warmer regions for the whole year. In regions with extreme temperature variations, for instance in Turkey, the biogas plant should be built with heating system. One of the methods is to use solar energy to increase the REACTOR temperature. In this study, solar heated biogas plants were reviewed. Furthermore, the optimization of insulation thicknesses and solar energy systems for 5 m(3) biogas REACTOR were carried out for two different cities for three different climatic zones in Turkey. Based on the obtained results, the ratio of annually produced biogas used for REACTOR heating was calculated for each city, with and without solar heating system. Obtained results indicate that the biogas consumption for REACTOR heating is decreased by approximately 19% for average of six cities when solar heating system is used. This means that available biogas potential would be increased.";"http://dx.doi.org/10.1080/00908310600626598";"Kocar, G; Eryasar, A";"Kocar, G.; Eryasar, A.";2007;"ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS";"cstr";"chicken";;;"manure";"pilot";;"chicken manure";"l";;;"cstr";;;
"Anaerobic digestion of citrus industry effluents using an Anaerobic Hybrid REACTOR";"Anaerobic Hybrid REACTOR; Anaerobic digestion; High-rate REACTOR; Citrus industry; Biogas";"Mexico is one of the main citrus producers, ranking fourth in the world with approximately 7.4 million tons per year, with oranges contributing 4.08 million tons to that total. The effluents from the citrus industry have high loadings of organic matter and low pH levels. These effluents also are suitable for treatment by anaerobic digestion to reduce the organic matter and to obtain a value-added product, such as biogas. The aim of this work was to perform the anaerobic digestion of effluents from the citrus industry by using a high-rate REACTOR, evaluating the biogas production and use as an alternative energy source. An Anaerobic Hybrid REACTOR (AHR) was used to treat the effluent from a citrus processing plant in Martinez de la Torre, Veracruz, Mexico. The AHR was operated at an organic loading rate (OLR) of 8 gCOD(T)/Ld at steady state, obtaining a total and soluble COD removal of approximately 85%, with methane yields around 0.15 LCH4 to STP/gCOD(rem). An inhibitory effect was observed by the presence of D-limonene in the citrus effluent, although no pretreatment was used for elimination of this essential oil, a decrease in the COD removal and methane yields was observed due to the higher OLR. An energy estimate was obtained with the biogas, and it was found that up to 2.2% of the electricity required for the operation of a citrus processing plant can be generated using anaerobic treatment.";"http://dx.doi.org/10.1007/s10098-017-1483-1";"Rosas-Mendoza, ES; Mendez-Contreras, JM; Martinez-Sibaja, A; Vallejo-Cantu, NA; Alvarado-Lassman, A";"Rosas-Mendoza, E. S.; Mendez-Contreras, J. M.; Martinez-Sibaja, A.; Vallejo-Cantu, N. A.; Alvarado-Lassman, A.";2018;"CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY";"high rate(hybrid(fixed bed + inversed fluidized bed))";"citrus";"effluent";;"food industry organic waste";"lab";;"citrus";"o";;;"high rate";"hybrid";"fixed bed + inversed fluidized bed";
"Improving the energy balance of ethanol industry with methane production from vinasse and molasses in two-stage anaerobic REACTORs";"Anaerobic digestion; Bioenergy; Biogas; Sugarcane stillage; Nutrients; UASB REACTOR";"Thermophilic anaerobic digestion is a viable option for processing sugarcane vinasse that recovers energy in the form of methane. However, restarting real-scale vinasse-treating REACTORs, at the resumption of the sugarcane harvest season, can lead to difficulties, making it desirable to keep them in continuous operation in the off-season. Thus, was evaluated the thermophilic anaerobic conversion of sugarcane vinasse in a two-stage upflow anaerobic sludge blanket (UASB) REACTOR (REACTORs R1 and R2), employing sugarcane molasses in the off-season for methane production, followed again by vinasse in the following harvest season. UASB REACTOR R2 yielded a higher methane percentage in biogas and higher volumetric methane production rates and methane yield than R1, accounting for a 58% increase in energy production in the two-stage system compared to the single-stage system using vinasse. It is observed that the molasses is an important source of carbon for the energy production using the thermophilic UASB REACTORs (18.01 MJ L-1 molasses), compared to alcoholic fermentation (8.30 MJ L-1 molasses). The methane produced in the REACTORs system (R1 + R2), after the off-season, can generate 5.1 kWh d(-1) per m(3) of vinasse, or 17% of the electricity needed to process a ton of sugarcane. (C) 2019 Elsevier Ltd. All rights reserved.";"http://dx.doi.org/10.1016/j.jclepro.2019.07.052";"Santana, AE; Duda, RM; de Oliveira, RA";"Santana Junior, Aureo Evangelista; Duda, Rose Maria; de Oliveira, Roberto Alves";2019;"JOURNAL OF CLEANER PRODUCTION";"two stage(uasb)";"cane";"vinasse";;"food industry organic waste";"full";;"cane vinasse";"l";;;"two stage";"UASB";;
"Process Performance of Thermophilic Anaerobic Co-Digestion of Municipal Sewage Sludge and Orange Peel";"anaerobic digestion; biogas production; batch REACTORs; limonene; orange wastes";"In the present study, the process perfonnance of anaerobic co-digestion of municipal sewage sludge and orange peel (OP) was evaluated. The experiment was conducted in batch mode under thermophilic conditions (55 degrees C). It involved adding 1.5 and 3.0 g of OP to REACTORs R2 and R3, respectively. In R1 (control REACTOR), the mono-digestion of sewage sludge was conducted. The obtained results indicated that the application of OP led to deterioration of process efficiency. Decreased methane and biogas productions were noticed at both doses of OP. The average values of methane production were 518.9, 416.8 and 458.6 mLCH(4).g(-1) VS in R1, R2 and R3, respectively. The declining tendency on the biogas and methane rates was also observed. The application of OP resulted in degradation of the stability parameters. The negative effect of OP application was related with the presence of inhibitors such as ammonia nitrogen, volatile fatty acids, limonene and phenol, importantly theirs increased contents were observed in R2 and R3. Moreover, the thermophilic conditions are not recommended for the anaerobic co-digestion of those substrates, because they might accelerate the inhibition phenomenon.";"http://dx.doi.org/10.12911/22998993/150613";"Szaja, A; Golianek, P; Kaminski, M";"Szaja, Aleksandra; Golianek, Pawel; Kaminski, Marek";2022;"JOURNAL OF ECOLOGICAL ENGINEERING";"batch";;;;"codigestion";"lab";;"municipal sewage sludge + orange peel ";"s + o";;;"batch";;;
"Performance of Two Phase Anaerobic Digestion on Food Waste for Biogas Production";"Anaerobic digestion; Two-phase REACTOR; Food waste; Biogas";"Every year, the total amount of solid waste generated in Peninsular Malaysia grew, according to the Malaysia government. The typical solid waste management system practiced in developing country brings many problems that can cause risks and hazards for living things and the environment in Malaysia if there are not managed properly. For example, illegal dumping cause groundwater and soil pollution. The methane gas produced from the landfill causes greenhouse effect. Food waste is categorized under household waste, where it is produced in residential areas, restaurants, cafeteria, markets and commercial areas. Therefore, anaerobic digestion process is introduced for organic waste with higher solids contents such as food waste as an alternative method. The effectiveness of anaerobic digestion process can be investigated through this process. In this study, two phase of anaerobic digesters was proposed. The REACTOR was operated at a temperature 35 degrees C, analyzed for biogas production, pH values and C/N ratio. The highest biogas production in this study is 50.4%. For a co-digestion containing more sludge can increase the pH value and biogas production.";"http://dx.doi.org/10.1007/978-981-16-7920-9_36";"Zakarya, IA; Izhar, TNT; Zaaba, SK; Hilmi, NAM; Beson, MRC; Matei, M";"Zakarya, Irnis Azura; Izhar, Tengku Nuraiti Tengku; Zaaba, Siti Khadijah; Hilmi, Nur Adlina Mohd; Beson, Mohammad Rizam Che; Matei, Monica";2022;"PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON GREEN ENVIRONMENTAL ENGINEERING AND TECHNOLOGY (ICONGEET 2021)";"two stage";"food waste";;;"food waste";"lab";;"food waste";"fw";;;"two stage";;;
"The Influence of Particle Size on the Performance of Anaerobic Digestion of Municipal Solid Waste";"Anaerobic digestion; laboratory REACTOR; biogas; municipal solid waste; mesophilic";"Nowadays, the protection of the environment begins to go beyond the simple notion of citizenship and gestures towards nature, but it is an opportunity to improve the quality of life of every living being, including the production of clean energy and the reduction of greenhouse gas emissions. In this sense, one of the processes that contribute to this new situation, the process of anaerobic digestion, sector which is formerly known, though it has great potential in terms of biogas production, it remains relatively untapped compared to other renewable energy sources due to low yields recorded. The aim of the present study was to determine the influence of particle size on the performance of anaerobic digestion of municipal solid waste, In order to contribute to improving the efficiency of biogas process. In this context, the Laboratory for Energy, Environment and Materials procured an experimental digester with the capacity of 14 liters, equipped with an integrated control. The particle size of 10 mm, 20mm, 30mm and 100 mm in diameter were evaluated; the laboratory REACTOR was operated under mesophilic conditions (40 degrees C) and with a retention time of 21 days. The results show a high correlation between particle size and the production of biogas, with optimum production recorded for small particle sizes. (C) 2013 The Authors. Published by Elsevier Ltd.";"http://dx.doi.org/10.1016/j.egypro.2013.07.059";"Hajji, A; Rhachi, M";"Hajji, A.; Rhachi, M.";2013;"TERRAGREEN 13 INTERNATIONAL CONFERENCE 2013 - ADVANCEMENTS IN RENEWABLE ENERGY AND CLEAN ENVIRONMENT";"batch";"food waste";;;"food waste";"lab";;"household waste";"fw";;;"batch";;;
"Effect of the organic loading rate on the performance and microbial populations during the anaerobic treatment of tequila vinasses in a pilot-scale packed bed REACTOR";"anaerobic digestion; biogas; fixed bed REACTOR; methane production; stillage";"BACKGROUNDPilot-scale studies focused on evaluating the robustness of biofilm-based anaerobic digestion processes for further application at full-scale are scarce. Therefore, the aim of this work was to evaluate the performance of a 445 L packed bed REACTOR (PBR) operated at different organic loading rates (OLRs between 4 and 12.5 g COD L-1 d(-1)) for the treatment of tequila vinasses. The REACTOR performance was correlated with the microbial dynamics to elucidate the specific role of the microbial communities in the degradation pathways that govern the process. RESULTSThe PBR was operated for 231 days under different OLRs showing a stable performance. The COD removal and methane yield were maintained throughout the REACTOR operation at 86-89% and 0.24-0.28 L CH4 g(-1) CODadded, respectively. Meanwhile, the highest volumetric methane production rate of 3.03 L CH4 d(-1) L-1 was reached at the highest OLR, 12.5 g COD L-1 d(-1). Regarding microbial dynamics, the Bacteria and Archaea populations were able to adapt to the OLR disturbances, favoring the interactions between syntrophic Bacteria and Methanosaeta at high OLRs. CONCLUSIONThis work contributes to the scarce information regarding anaerobic treatment of tequila vinasses at pilot-scale and demonstrates that the PBR is a promising and robust configuration that allows treating higher OLRs than currently reported technologies. (c) 2017 Society of Chemical Industry";"http://dx.doi.org/10.1002/jctb.5413";"Arreola-Vargas, J; Snell-Castro, R; Rojo-Liera, NM; Gonzalez-Alvarez, V; Mendez-Acosta, HO";"Arreola-Vargas, Jorge; Snell-Castro, Raul; Rojo-Liera, Nuvia M.; Gonzalez-Alvarez, Victor; Mendez-Acosta, Hugo O.";2018;"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY";"high rate(packed bed)";"tequila";"vinasse";;"food industry organic waste";"pilot";;"tequila vinasse";"l";;;"high rate";"packed bed";;
